X (ECEF),Y (ECEF),Z (ECEF),Northing,Easting,Elevation,dX,dY,dZ,dN,dE,dH,
-2956298.722,5075995.15,2476764.622,2544530.001,169716.101,19.667,0.002,-0.003,-0.005,-2.18E-04,-3.20E-03,-5.27E-03,
-2956298.722,5075995.145,2476764.627,2544530.006,169716.104,19.665,0.002,-0.008,0,2.30E-03,3.09E-03,-7.29E-03,
-2956298.722,5075995.154,2476764.622,2544529.999,169716.1,19.671,0.002,0.001,-0.005,-2.23E-03,-4.55E-03,-2.08E-03,
-2956298.722,5075995.143,2476764.627,2544530.007,169716.105,19.664,0.002,-0.01,0,3.30E-03,3.77E-03,-8.88E-03,
-2956298.722,5075995.14,2476764.618,2544530,169716.106,19.658,0.002,-0.013,-0.009,4.81E-03,-3.50E-03,-1.48E-02,
-2956298.722,5075995.148,2476764.622,2544530.001,169716.102,19.666,0.002,-0.005,-0.005,7.88E-04,-2.52E-03,-6.86E-03,
-2956298.722,5075995.154,2476764.625,2544530.002,169716.1,19.672,0.002,0.001,-0.002,-2.23E-03,-1.79E-03,-9.13E-04,
-2956298.722,5075995.152,2476764.626,2544530.003,169716.1,19.671,0.002,-0.001,-0.001,-1.22E-03,-1.90E-04,-2.11E-03,
-2956298.722,5075995.146,2476764.624,2544530.004,169716.104,19.665,0.002,-0.007,-0.003,1.79E-03,-4.70E-06,-7.67E-03,
-2956298.722,5075995.147,2476764.621,2544530.001,169716.103,19.665,0.002,-0.006,-0.006,1.29E-03,-3.10E-03,-8.04E-03,
-2956298.722,5075995.145,2476764.622,2544530.002,169716.104,19.664,0.002,-0.008,-0.005,2.30E-03,-1.51E-03,-9.24E-03,
-2956298.722,5075995.144,2476764.62,2544530.001,169716.104,19.662,0.002,-0.009,-0.007,2.80E-03,-3.01E-03,-1.08E-02,
-2956298.722,5075995.143,2476764.627,2544530.007,169716.105,19.664,0.002,-0.01,0,3.30E-03,3.77E-03,-8.88E-03,
-2956298.722,5075995.138,2476764.623,2544530.005,169716.107,19.659,0.002,-0.015,-0.004,5.82E-03,1.78E-03,-1.44E-02,
-2956298.722,5075995.153,2476764.622,2544529.999,169716.1,19.67,0.002,0,-0.005,-1.73E-03,-4.21E-03,-2.88E-03,
-2956298.722,5075995.14,2476764.62,2544530.002,169716.107,19.659,0.002,-0.013,-0.007,4.81E-03,-1.66E-03,-1.40E-02,
-2956298.722,5075995.147,2476764.62,2544529.999,169716.103,19.664,0.002,-0.006,-0.007,1.29E-03,-4.02E-03,-8.43E-03,
-2956298.722,5075995.154,2476764.623,2544530,169716.099,19.67,0.002,0.001,-0.004,-2.23E-03,-3.63E-03,-1.69E-03,
-2956298.722,5075995.146,2476764.629,2544530.008,169716.103,19.667,0.002,-0.007,0.002,1.79E-03,4.60E-03,-5.71E-03,
-2956298.722,5075995.149,2476764.624,2544530.002,169716.102,19.668,0.002,-0.004,-0.003,2.85E-04,-1.02E-03,-5.28E-03,
-2956298.722,5075995.147,2476764.628,2544530.007,169716.103,19.667,0.002,-0.006,0.001,1.29E-03,3.34E-03,-5.31E-03,
-2956298.722,5075995.143,2476764.631,2544530.01,169716.105,19.665,0.002,-0.01,0.004,3.30E-03,7.45E-03,-7.32E-03,
-2956298.722,5075995.149,2476764.624,2544530.003,169716.102,19.667,0.002,-0.004,-0.003,2.85E-04,-1.02E-03,-5.28E-03,
-2956298.723,5075995.145,2476764.622,2544530.002,169716.105,19.664,0.001,-0.008,-0.005,3.16E-03,-1.70E-03,-8.78E-03,
-2956298.723,5075995.145,2476764.624,2544530.004,169716.105,19.665,0.001,-0.008,-0.003,3.16E-03,1.36E-04,-8.00E-03,
-2956298.723,5075995.151,2476764.626,2544530.003,169716.102,19.671,0.001,-0.002,-0.001,1.42E-04,-4.86E-05,-2.44E-03,
-2956298.723,5075995.135,2476764.619,2544530.002,169716.11,19.654,0.001,-0.018,-0.008,8.19E-03,-1.09E-03,-1.79E-02,
-2956298.723,5075995.151,2476764.624,2544530.002,169716.101,19.669,0.001,-0.002,-0.003,1.42E-04,-1.89E-03,-3.23E-03,
-2956298.723,5075995.142,2476764.621,2544530.001,169716.106,19.661,0.001,-0.011,-0.006,4.67E-03,-1.61E-03,-1.16E-02,
-2956298.723,5075995.156,2476764.626,2544530.002,169716.099,19.674,0.001,0.003,-0.001,-2.37E-03,-1.74E-03,1.53E-03,
-2956298.723,5075995.148,2476764.621,2544530,169716.103,19.666,0.001,-0.005,-0.006,1.65E-03,-3.64E-03,-6.78E-03,
-2956298.723,5075995.144,2476764.62,2544530,169716.105,19.662,0.001,-0.009,-0.007,3.67E-03,-3.21E-03,-1.04E-02,
-2956298.723,5075995.15,2476764.62,2544529.998,169716.102,19.668,0.001,-0.003,-0.007,6.46E-04,-5.23E-03,-5.58E-03,
-2956298.723,5075995.157,2476764.631,2544530.006,169716.098,19.676,0.001,0.004,0.004,-2.88E-03,2.53E-03,4.28E-03,
-2956298.723,5075995.151,2476764.632,2544530.009,169716.102,19.673,0.001,-0.002,0.005,1.42E-04,5.47E-03,-1.00E-04,
-2956298.723,5075995.151,2476764.628,2544530.005,169716.102,19.672,0.001,-0.002,0.001,1.42E-04,1.79E-03,-1.66E-03,
-2956298.723,5075995.145,2476764.629,2544530.008,169716.105,19.667,0.001,-0.008,0.002,3.16E-03,4.74E-03,-6.05E-03,
-2956298.723,5075995.149,2476764.623,2544530.002,169716.103,19.668,0.001,-0.004,-0.004,1.15E-03,-2.13E-03,-5.21E-03,
-2956298.723,5075995.151,2476764.622,2544530,169716.101,19.669,0.001,-0.002,-0.005,1.42E-04,-3.73E-03,-4.01E-03,
-2956298.723,5075995.147,2476764.622,2544530.001,169716.103,19.666,0.001,-0.006,-0.005,2.16E-03,-2.38E-03,-7.19E-03,
-2956298.723,5075995.156,2476764.627,2544530.003,169716.099,19.674,0.001,0.003,0,-2.37E-03,-8.16E-04,1.92E-03,
-2956298.723,5075995.159,2476764.628,2544530.002,169716.097,19.678,0.001,0.006,0.001,-3.88E-03,-9.09E-04,4.70E-03,
-2956298.723,5075995.15,2476764.627,2544530.004,169716.102,19.67,0.001,-0.003,0,6.46E-04,1.21E-03,-2.85E-03,
-2956298.723,5075995.152,2476764.624,2544530.001,169716.101,19.67,0.001,-0.001,-0.003,-3.61E-04,-2.23E-03,-2.43E-03,
-2956298.723,5075995.138,2476764.622,2544530.004,169716.109,19.658,0.001,-0.015,-0.005,6.68E-03,6.59E-04,-1.43E-02,
-2956298.723,5075995.149,2476764.628,2544530.005,169716.103,19.67,0.001,-0.004,0.001,1.15E-03,2.47E-03,-3.25E-03,
-2956298.723,5075995.147,2476764.622,2544530.001,169716.103,19.666,0.001,-0.006,-0.005,2.16E-03,-2.38E-03,-7.19E-03,
-2956298.723,5075995.144,2476764.622,2544530.001,169716.105,19.663,0.001,-0.009,-0.005,3.67E-03,-1.37E-03,-9.58E-03,
-2956298.723,5075995.151,2476764.622,2544530,169716.101,19.668,0.001,-0.002,-0.005,1.42E-04,-3.73E-03,-4.01E-03,
-2956298.723,5075995.148,2476764.626,2544530.004,169716.103,19.668,0.001,-0.005,-0.001,1.65E-03,9.64E-04,-4.83E-03,
-2956298.723,5075995.156,2476764.625,2544530.001,169716.099,19.673,0.001,0.003,-0.002,-2.37E-03,-2.66E-03,1.14E-03,
-2956298.723,5075995.143,2476764.623,2544530.004,169716.105,19.662,0.001,-0.01,-0.004,4.17E-03,-1.09E-04,-9.98E-03,
-2956298.723,5075995.147,2476764.628,2544530.007,169716.104,19.668,0.001,-0.006,0.001,2.16E-03,3.14E-03,-4.85E-03,
-2956298.723,5075995.155,2476764.626,2544530.002,169716.099,19.673,0.001,0.002,-0.001,-1.87E-03,-1.40E-03,7.37E-04,
-2956298.723,5075995.151,2476764.624,2544530.002,169716.102,19.67,0.001,-0.002,-0.003,1.42E-04,-1.89E-03,-3.23E-03,
-2956298.723,5075995.148,2476764.626,2544530.004,169716.103,19.668,0.001,-0.005,-0.001,1.65E-03,9.64E-04,-4.83E-03,
-2956298.723,5075995.152,2476764.623,2544530,169716.101,19.67,0.001,-0.001,-0.004,-3.61E-04,-3.15E-03,-2.82E-03,
-2956298.723,5075995.146,2476764.625,2544530.004,169716.104,19.666,0.001,-0.007,-0.002,2.66E-03,7.19E-04,-6.81E-03,
-2956298.723,5075995.143,2476764.62,2544530.001,169716.106,19.662,0.001,-0.01,-0.007,4.17E-03,-2.87E-03,-1.12E-02,
-2956298.723,5075995.149,2476764.625,2544530.003,169716.103,19.669,0.001,-0.004,-0.002,1.15E-03,-2.94E-04,-4.43E-03,
-2956298.723,5075995.149,2476764.622,2544530,169716.103,19.667,0.001,-0.004,-0.005,1.15E-03,-3.06E-03,-5.60E-03,
-2956298.723,5075995.142,2476764.624,2544530.004,169716.106,19.663,0.001,-0.011,-0.003,4.67E-03,1.15E-03,-1.04E-02,
-2956298.723,5075995.147,2476764.622,2544530.001,169716.104,19.665,0.001,-0.006,-0.005,2.16E-03,-2.38E-03,-7.19E-03,
-2956298.723,5075995.145,2476764.622,2544530.002,169716.105,19.664,0.001,-0.008,-0.005,3.16E-03,-1.70E-03,-8.78E-03,
-2956298.723,5075995.152,2476764.623,2544530,169716.101,19.67,0.001,-0.001,-0.004,-3.61E-04,-3.15E-03,-2.82E-03,
-2956298.723,5075995.145,2476764.622,2544530.002,169716.105,19.664,0.001,-0.008,-0.005,3.16E-03,-1.70E-03,-8.78E-03,
-2956298.723,5075995.154,2476764.624,2544530.001,169716.101,19.672,0.001,0.001,-0.003,-1.37E-03,-2.90E-03,-8.40E-04,
-2956298.723,5075995.155,2476764.623,2544529.999,169716.099,19.672,0.001,0.002,-0.004,-1.87E-03,-4.16E-03,-4.35E-04,
-2956298.723,5075995.148,2476764.623,2544530.002,169716.103,19.667,0.001,-0.005,-0.004,1.65E-03,-1.80E-03,-6.00E-03,
-2956298.723,5075995.148,2476764.622,2544530,169716.104,19.666,0.001,-0.005,-0.005,1.65E-03,-2.72E-03,-6.39E-03,
-2956298.723,5075995.153,2476764.626,2544530.003,169716.101,19.672,0.001,0,-0.001,-8.64E-04,-7.24E-04,-8.54E-04,
-2956298.723,5075995.147,2476764.621,2544530,169716.103,19.665,0.001,-0.006,-0.006,2.16E-03,-3.30E-03,-7.58E-03,
-2956298.723,5075995.147,2476764.622,2544530.001,169716.103,19.666,0.001,-0.006,-0.005,2.16E-03,-2.38E-03,-7.19E-03,
-2956298.723,5075995.148,2476764.62,2544529.999,169716.103,19.665,0.001,-0.005,-0.007,1.65E-03,-4.56E-03,-7.18E-03,
-2956298.723,5075995.14,2476764.622,2544530.004,169716.107,19.66,0.001,-0.013,-0.005,5.68E-03,-1.65E-05,-1.28E-02,
-2956298.723,5075995.145,2476764.622,2544530.002,169716.105,19.664,0.001,-0.008,-0.005,3.16E-03,-1.70E-03,-8.78E-03,
-2956298.723,5075995.144,2476764.628,2544530.008,169716.106,19.666,0.001,-0.009,0.001,3.67E-03,4.16E-03,-7.23E-03,
-2956298.723,5075995.154,2476764.63,2544530.006,169716.1,19.675,0.001,0.001,0.003,-1.37E-03,2.62E-03,1.50E-03,
-2956298.723,5075995.139,2476764.623,2544530.005,169716.108,19.659,0.001,-0.014,-0.004,6.18E-03,1.24E-03,-1.32E-02,
-2956298.723,5075995.153,2476764.624,2544530.001,169716.1,19.671,0.001,0,-0.003,-8.64E-04,-2.56E-03,-1.64E-03,
-2956298.723,5075995.149,2476764.625,2544530.003,169716.103,19.668,0.001,-0.004,-0.002,1.15E-03,-2.94E-04,-4.43E-03,
-2956298.723,5075995.14,2476764.622,2544530.003,169716.107,19.66,0.001,-0.013,-0.005,5.68E-03,-1.65E-05,-1.28E-02,
-2956298.723,5075995.145,2476764.622,2544530.002,169716.105,19.664,0.001,-0.008,-0.005,3.16E-03,-1.70E-03,-8.78E-03,
-2956298.723,5075995.151,2476764.622,2544530,169716.102,19.669,0.001,-0.002,-0.005,1.42E-04,-3.73E-03,-4.01E-03,
-2956298.723,5075995.138,2476764.622,2544530.004,169716.108,19.658,0.001,-0.015,-0.005,6.68E-03,6.59E-04,-1.43E-02,
-2956298.723,5075995.143,2476764.624,2544530.004,169716.106,19.663,0.001,-0.01,-0.003,4.17E-03,8.12E-04,-9.59E-03,
-2956298.723,5075995.153,2476764.628,2544530.004,169716.101,19.672,0.001,0,0.001,-8.64E-04,1.12E-03,-7.25E-05,
-2956298.723,5075995.145,2476764.626,2544530.006,169716.104,19.665,0.001,-0.008,-0.001,3.16E-03,1.98E-03,-7.22E-03,
-2956298.723,5075995.149,2476764.629,2544530.007,169716.102,19.67,0.001,-0.004,0.002,1.15E-03,3.39E-03,-2.86E-03,
-2956298.723,5075995.155,2476764.628,2544530.004,169716.1,19.675,0.001,0.002,0.001,-1.87E-03,4.42E-04,1.52E-03,
-2956298.723,5075995.146,2476764.625,2544530.005,169716.104,19.666,0.001,-0.007,-0.002,2.66E-03,7.19E-04,-6.81E-03,
-2956298.723,5075995.149,2476764.626,2544530.003,169716.103,19.669,0.001,-0.004,-0.001,1.15E-03,6.27E-04,-4.04E-03,
-2956298.723,5075995.148,2476764.624,2544530.002,169716.103,19.667,0.001,-0.005,-0.003,1.65E-03,-8.77E-04,-5.61E-03,
-2956298.723,5075995.149,2476764.628,2544530.006,169716.103,19.669,0.001,-0.004,0.001,1.15E-03,2.47E-03,-3.25E-03,
-2956298.723,5075995.144,2476764.621,2544530.001,169716.105,19.663,0.001,-0.009,-0.006,3.67E-03,-2.29E-03,-9.97E-03,
-2956298.723,5075995.15,2476764.627,2544530.005,169716.102,19.671,0.001,-0.003,0,6.46E-04,1.21E-03,-2.85E-03,
-2956298.723,5075995.144,2476764.624,2544530.004,169716.105,19.664,0.001,-0.009,-0.003,3.67E-03,4.74E-04,-8.79E-03,
-2956298.723,5075995.146,2476764.622,2544530.001,169716.104,19.665,0.001,-0.007,-0.005,2.66E-03,-2.04E-03,-7.98E-03,
-2956298.723,5075995.149,2476764.626,2544530.004,169716.103,19.668,0.001,-0.004,-0.001,1.15E-03,6.27E-04,-4.04E-03,
-2956298.723,5075995.145,2476764.627,2544530.006,169716.105,19.666,0.001,-0.008,0,3.16E-03,2.90E-03,-6.83E-03,
-2956298.723,5075995.153,2476764.622,2544529.999,169716.101,19.67,0.001,0,-0.005,-8.64E-04,-4.41E-03,-2.42E-03,
-2956298.723,5075995.147,2476764.623,2544530.001,169716.104,19.666,0.001,-0.006,-0.004,2.16E-03,-1.46E-03,-6.80E-03,
-2956298.723,5075995.152,2476764.621,2544529.998,169716.101,19.669,0.001,-0.001,-0.006,-3.61E-04,-4.99E-03,-3.60E-03,
-2956298.723,5075995.142,2476764.62,2544530.001,169716.107,19.66,0.001,-0.011,-0.007,4.67E-03,-2.53E-03,-1.19E-02,
-2956298.723,5075995.143,2476764.622,2544530.002,169716.106,19.662,0.001,-0.01,-0.005,4.17E-03,-1.03E-03,-1.04E-02,
-2956298.723,5075995.146,2476764.626,2544530.005,169716.105,19.666,0.001,-0.007,-0.001,2.66E-03,1.64E-03,-6.42E-03,
-2956298.723,5075995.152,2476764.625,2544530.002,169716.101,19.671,0.001,-0.001,-0.002,-3.61E-04,-1.31E-03,-2.04E-03,
-2956298.723,5075995.145,2476764.619,2544529.999,169716.105,19.662,0.001,-0.008,-0.008,3.16E-03,-4.47E-03,-9.95E-03,
-2956298.723,5075995.15,2476764.62,2544529.998,169716.102,19.667,0.001,-0.003,-0.007,6.46E-04,-5.23E-03,-5.58E-03,
-2956298.723,5075995.15,2476764.624,2544530.002,169716.102,19.668,0.001,-0.003,-0.003,6.46E-04,-1.55E-03,-4.02E-03,
-2956298.723,5075995.146,2476764.62,2544530,169716.104,19.664,0.001,-0.007,-0.007,2.66E-03,-3.88E-03,-8.77E-03,
-2956298.723,5075995.142,2476764.63,2544530.01,169716.106,19.664,0.001,-0.011,0.003,4.67E-03,6.67E-03,-8.04E-03,
-2956298.723,5075995.151,2476764.627,2544530.005,169716.102,19.671,0.001,-0.002,0,1.42E-04,8.72E-04,-2.05E-03,
-2956298.723,5075995.142,2476764.619,2544529.999,169716.107,19.66,0.001,-0.011,-0.008,4.67E-03,-3.45E-03,-1.23E-02,
-2956298.723,5075995.146,2476764.625,2544530.004,169716.104,19.666,0.001,-0.007,-0.002,2.66E-03,7.19E-04,-6.81E-03,
-2956298.723,5075995.153,2476764.623,2544530,169716.101,19.671,0.001,0,-0.004,-8.64E-04,-3.49E-03,-2.03E-03,
-2956298.723,5075995.148,2476764.624,2544530.002,169716.103,19.667,0.001,-0.005,-0.003,1.65E-03,-8.77E-04,-5.61E-03,
-2956298.723,5075995.152,2476764.625,2544530.002,169716.101,19.67,0.001,-0.001,-0.002,-3.61E-04,-1.31E-03,-2.04E-03,
-2956298.723,5075995.142,2476764.624,2544530.004,169716.106,19.662,0.001,-0.011,-0.003,4.67E-03,1.15E-03,-1.04E-02,
-2956298.723,5075995.143,2476764.625,2544530.005,169716.105,19.664,0.001,-0.01,-0.002,4.17E-03,1.73E-03,-9.20E-03,
-2956298.723,5075995.155,2476764.628,2544530.004,169716.1,19.674,0.001,0.002,0.001,-1.87E-03,4.42E-04,1.52E-03,
-2956298.723,5075995.151,2476764.626,2544530.003,169716.101,19.67,0.001,-0.002,-0.001,1.42E-04,-4.86E-05,-2.44E-03,
-2956298.723,5075995.142,2476764.62,2544530.001,169716.107,19.661,0.001,-0.011,-0.007,4.67E-03,-2.53E-03,-1.19E-02,
-2956298.723,5075995.143,2476764.625,2544530.005,169716.106,19.664,0.001,-0.01,-0.002,4.17E-03,1.73E-03,-9.20E-03,
-2956298.723,5075995.147,2476764.625,2544530.004,169716.103,19.667,0.001,-0.006,-0.002,2.16E-03,3.82E-04,-6.02E-03,
-2956298.723,5075995.149,2476764.625,2544530.003,169716.103,19.669,0.001,-0.004,-0.002,1.15E-03,-2.94E-04,-4.43E-03,
-2956298.723,5075995.149,2476764.625,2544530.003,169716.103,19.668,0.001,-0.004,-0.002,1.15E-03,-2.94E-04,-4.43E-03,
-2956298.723,5075995.154,2476764.63,2544530.006,169716.101,19.674,0.001,0.001,0.003,-1.37E-03,2.62E-03,1.50E-03,
-2956298.723,5075995.152,2476764.626,2544530.004,169716.101,19.671,0.001,-0.001,-0.001,-3.61E-04,-3.86E-04,-1.65E-03,
-2956298.723,5075995.143,2476764.626,2544530.006,169716.106,19.664,0.001,-0.01,-0.001,4.17E-03,2.65E-03,-8.81E-03,
-2956298.723,5075995.147,2476764.623,2544530.001,169716.104,19.666,0.001,-0.006,-0.004,2.16E-03,-1.46E-03,-6.80E-03,
-2956298.723,5075995.146,2476764.624,2544530.003,169716.104,19.666,0.001,-0.007,-0.003,2.66E-03,-2.01E-04,-7.20E-03,
-2956298.723,5075995.148,2476764.623,2544530.002,169716.103,19.667,0.001,-0.005,-0.004,1.65E-03,-1.80E-03,-6.00E-03,
-2956298.723,5075995.143,2476764.619,2544530,169716.105,19.661,0.001,-0.01,-0.008,4.17E-03,-3.79E-03,-1.15E-02,
-2956298.723,5075995.144,2476764.622,2544530.002,169716.105,19.663,0.001,-0.009,-0.005,3.67E-03,-1.37E-03,-9.58E-03,
-2956298.723,5075995.144,2476764.625,2544530.005,169716.105,19.664,0.001,-0.009,-0.002,3.67E-03,1.39E-03,-8.40E-03,
-2956298.723,5075995.15,2476764.623,2544530.001,169716.102,19.668,0.001,-0.003,-0.004,6.46E-04,-2.47E-03,-4.41E-03,
-2956298.723,5075995.152,2476764.627,2544530.005,169716.101,19.671,0.001,-0.001,0,-3.61E-04,5.34E-04,-1.26E-03,
-2956298.723,5075995.143,2476764.625,2544530.005,169716.106,19.663,0.001,-0.01,-0.002,4.17E-03,1.73E-03,-9.20E-03,
-2956298.723,5075995.14,2476764.622,2544530.003,169716.108,19.66,0.001,-0.013,-0.005,5.68E-03,-1.65E-05,-1.28E-02,
-2956298.723,5075995.148,2476764.626,2544530.004,169716.103,19.668,0.001,-0.005,-0.001,1.65E-03,9.64E-04,-4.83E-03,
-2956298.723,5075995.156,2476764.623,2544530,169716.099,19.673,0.001,0.003,-0.004,-2.37E-03,-4.50E-03,3.60E-04,
-2956298.723,5075995.144,2476764.621,2544530.001,169716.105,19.663,0.001,-0.009,-0.006,3.67E-03,-2.29E-03,-9.97E-03,
-2956298.724,5075995.145,2476764.623,2544530.003,169716.106,19.665,0,-0.008,-0.004,4.03E-03,-9.81E-04,-7.93E-03,
-2956298.724,5075995.142,2476764.625,2544530.006,169716.107,19.663,0,-0.011,-0.002,5.54E-03,1.87E-03,-9.53E-03,
-2956298.724,5075995.143,2476764.629,2544530.009,169716.106,19.666,0,-0.01,0.002,5.03E-03,5.22E-03,-7.17E-03,
-2956298.724,5075995.145,2476764.627,2544530.006,169716.105,19.666,0,-0.008,0,4.03E-03,2.70E-03,-6.36E-03,
-2956298.724,5075995.146,2476764.629,2544530.007,169716.105,19.668,0,-0.007,0.002,3.52E-03,4.20E-03,-4.79E-03,
-2956298.724,5075995.148,2476764.631,2544530.008,169716.104,19.67,0,-0.005,0.004,2.52E-03,5.37E-03,-2.41E-03,
-2956298.724,5075995.144,2476764.628,2544530.008,169716.106,19.666,0,-0.009,0.001,4.53E-03,3.96E-03,-6.77E-03,
-2956298.724,5075995.143,2476764.626,2544530.006,169716.107,19.665,0,-0.01,-0.001,5.03E-03,2.46E-03,-8.35E-03,
-2956298.724,5075995.144,2476764.623,2544530.003,169716.106,19.664,0,-0.009,-0.004,4.53E-03,-6.43E-04,-8.72E-03,
-2956298.724,5075995.143,2476764.624,2544530.004,169716.107,19.663,0,-0.01,-0.003,5.03E-03,6.15E-04,-9.13E-03,
-2956298.724,5075995.147,2476764.625,2544530.003,169716.104,19.667,0,-0.006,-0.002,3.02E-03,1.85E-04,-5.55E-03,
-2956298.724,5075995.145,2476764.623,2544530.002,169716.106,19.665,0,-0.008,-0.004,4.03E-03,-9.81E-04,-7.93E-03,
-2956298.724,5075995.144,2476764.627,2544530.006,169716.106,19.665,0,-0.009,0,4.53E-03,3.04E-03,-7.16E-03,
-2956298.724,5075995.153,2476764.631,2544530.007,169716.102,19.674,0,0,0.004,0.00E+00,3.68E-03,1.56E-03,
-2956298.724,5075995.136,2476764.623,2544530.005,169716.11,19.657,0,-0.017,-0.004,8.56E-03,2.06E-03,-1.51E-02,
-2956298.724,5075995.154,2476764.626,2544530.002,169716.102,19.673,0,0.001,-0.001,-5.03E-04,-1.26E-03,4.05E-04,
-2956298.724,5075995.145,2476764.625,2544530.004,169716.105,19.666,0,-0.008,-0.002,4.03E-03,8.60E-04,-7.14E-03,
-2956298.724,5075995.144,2476764.624,2544530.003,169716.106,19.665,0,-0.009,-0.003,4.53E-03,2.77E-04,-8.33E-03,
-2956298.724,5075995.146,2476764.627,2544530.006,169716.106,19.667,0,-0.007,0,3.52E-03,2.36E-03,-5.57E-03,
-2956298.724,5075995.15,2476764.63,2544530.007,169716.103,19.672,0,-0.003,0.003,1.51E-03,3.77E-03,-1.21E-03,
-2956298.724,5075995.154,2476764.627,2544530.003,169716.101,19.674,0,0.001,0,-5.03E-04,-3.38E-04,7.95E-04,
-2956298.724,5075995.152,2476764.627,2544530.003,169716.102,19.672,0,-0.001,0,5.03E-04,3.38E-04,-7.95E-04,
-2956298.724,5075995.145,2476764.625,2544530.004,169716.106,19.666,0,-0.008,-0.002,4.03E-03,8.60E-04,-7.14E-03,
-2956298.724,5075995.147,2476764.63,2544530.008,169716.105,19.669,0,-0.006,0.003,3.02E-03,4.79E-03,-3.60E-03,
-2956298.724,5075995.151,2476764.633,2544530.01,169716.102,19.674,0,-0.002,0.006,1.01E-03,6.20E-03,7.54E-04,
-2956298.724,5075995.154,2476764.629,2544530.005,169716.101,19.675,0,0.001,0.002,-5.03E-04,1.50E-03,1.58E-03,
-2956298.724,5075995.151,2476764.628,2544530.005,169716.102,19.672,0,-0.002,0.001,1.01E-03,1.60E-03,-1.20E-03,
-2956298.724,5075995.151,2476764.631,2544530.008,169716.102,19.673,0,-0.002,0.004,1.01E-03,4.36E-03,-2.79E-05,
-2956298.724,5075995.151,2476764.633,2544530.01,169716.103,19.674,0,-0.002,0.006,1.01E-03,6.20E-03,7.54E-04,
-2956298.724,5075995.145,2476764.627,2544530.006,169716.106,19.667,0,-0.008,0,4.03E-03,2.70E-03,-6.36E-03,
-2956298.724,5075995.156,2476764.635,2544530.009,169716.1,19.678,0,0.003,0.008,-1.51E-03,6.35E-03,5.51E-03,
-2956298.724,5075995.145,2476764.628,2544530.007,169716.106,19.667,0,-0.008,0.001,4.03E-03,3.62E-03,-5.97E-03,
-2956298.724,5075995.145,2476764.626,2544530.005,169716.105,19.666,0,-0.008,-0.001,4.03E-03,1.78E-03,-6.75E-03,
-2956298.724,5075995.148,2476764.624,2544530.002,169716.104,19.668,0,-0.005,-0.003,2.52E-03,-1.07E-03,-5.15E-03,
-2956298.724,5075995.147,2476764.627,2544530.005,169716.105,19.668,0,-0.006,0,3.02E-03,2.03E-03,-4.77E-03,
-2956298.724,5075995.147,2476764.626,2544530.005,169716.104,19.668,0,-0.006,-0.001,3.02E-03,1.11E-03,-5.16E-03,
-2956298.724,5075995.152,2476764.631,2544530.007,169716.102,19.673,0,-0.001,0.004,5.03E-04,4.02E-03,7.68E-04,
-2956298.724,5075995.151,2476764.629,2544530.006,169716.103,19.672,0,-0.002,0.002,1.01E-03,2.52E-03,-8.09E-04,
-2956298.724,5075995.149,2476764.627,2544530.005,169716.104,19.67,0,-0.004,0,2.01E-03,1.35E-03,-3.18E-03,
-2956298.724,5075995.152,2476764.629,2544530.005,169716.102,19.673,0,-0.001,0.002,5.03E-04,2.18E-03,-1.40E-05,
-2956298.724,5075995.149,2476764.631,2544530.008,169716.103,19.671,0,-0.004,0.004,2.01E-03,5.03E-03,-1.62E-03,
-2956298.724,5075995.145,2476764.628,2544530.007,169716.106,19.667,0,-0.008,0.001,4.03E-03,3.62E-03,-5.97E-03,
-2956298.724,5075995.146,2476764.627,2544530.006,169716.105,19.668,0,-0.007,0,3.52E-03,2.36E-03,-5.57E-03,
-2956298.724,5075995.148,2476764.632,2544530.009,169716.104,19.671,0,-0.005,0.005,2.52E-03,6.29E-03,-2.02E-03,
-2956298.724,5075995.142,2476764.625,2544530.005,169716.107,19.664,0,-0.011,-0.002,5.54E-03,1.87E-03,-9.53E-03,
-2956298.724,5075995.144,2476764.627,2544530.007,169716.106,19.665,0,-0.009,0,4.53E-03,3.04E-03,-7.16E-03,
-2956298.724,5075995.147,2476764.632,2544530.01,169716.104,19.67,0,-0.006,0.005,3.02E-03,6.63E-03,-2.82E-03,
-2956298.724,5075995.147,2476764.632,2544530.011,169716.104,19.669,0,-0.006,0.005,3.02E-03,6.63E-03,-2.82E-03,
-2956298.724,5075995.149,2476764.633,2544530.011,169716.104,19.672,0,-0.004,0.006,2.01E-03,6.87E-03,-8.37E-04,
-2956298.724,5075995.146,2476764.625,2544530.004,169716.105,19.666,0,-0.007,-0.002,3.52E-03,5.23E-04,-6.35E-03,
-2956298.724,5075995.15,2476764.626,2544530.004,169716.103,19.67,0,-0.003,-0.001,1.51E-03,9.24E-05,-2.78E-03,
-2956298.724,5075995.146,2476764.625,2544530.004,169716.105,19.666,0,-0.007,-0.002,3.52E-03,5.23E-04,-6.35E-03,
